eventid,Number Of Hostages Killed,Number Of Hostages Killed (US),Hours of Kidnapping,Days of Kidnapping,Country That Kidnappers Diverted To,Country of Kidnapping Resolution,Ransom Demanded?,Ransom Amount,Ransom Amount (US),Ransom Paid,Ransom Paid (US),Kidnapping Outcome,Number Released/Escaped/Rescued
197512040003,40.0,0.0,0.0,15.0,Unknown,Unknown,0.0,,,,,Unknown,
197512060001,-99.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
197512210001,1.0,1.0,0.0,162.0,Unknown,Ethiopia,1.0,0.0,,,,Hostage(s) released by perpetrators,1.0
197512210003,35.0,0.0,0.0,2.0,Unknown,Unknown,0.0,,,,,Unknown,
197601020001,5.0,0.0,,,Unknown,Morocco,1.0,0.0,,,,Unknown,
197601110001,1.0,0.0,0.0,1.0,Unknown,Spain,1.0,0.0,,,,Hostage(s) released by perpetrators,1.0
197601130001,1.0,0.0,,,Unknown,Spain,0.0,,,,,Unknown,
197601140001,1.0,0.0,0.0,3.0,Unknown,Colombia,0.0,,,,,Hostage(s) released by perpetrators,1.0
197601140005,-99.0,0.0,,,Unknown,Northern Ireland,0.0,,,,,Unknown,
197601180001,1.0,0.0,0.0,29.0,Unknown,Spain,1.0,1500000.0,,1500000.0,,Hostage(s) released by perpetrators,1.0
197601300001,3.0,0.0,,,Unknown,Portugal,1.0,20000000.0,,,,Hostage(s) released by perpetrators,3.0
197602030002,31.0,0.0,,,Unknown,France,0.0,,,,,Unknown,
197602080001,1.0,0.0,,,Unknown,Italy,0.0,,,,,Unknown,
197602170001,1.0,0.0,0.0,60.0,Unknown,Colombia,1.0,800000.0,,0.0,,Hostage(s) killed (not during rescue attempt),1.0
197602210001,1.0,1.0,0.0,120.0,Unknown,Venezuela,1.0,3400000.0,,2000000.0,,Successful Rescue,1.0
197602280001,1.0,0.0,0.0,21.0,Unknown,Philippines,0.0,,,,,Hostage(s) released by perpetrators,1.0
197603000001,1.0,0.0,0.0,1.0,Unknown,Spain,1.0,0.0,,,,Hostage(s) released by perpetrators,1.0
197603180001,1.0,0.0,,,Unknown,Spain,1.0,3000000.0,,0.0,,Hostage(s) killed (not during rescue attempt),1.0
197604000001,1.0,0.0,,,Unknown,Argentina,1.0,0.0,,,,Hostage(s) killed (not during rescue attempt),1.0
197604070003,-99.0,0.0,0.0,6.0,Libya,Libya,1.0,300000.0,,,,Hostage(s) released by perpetrators,
197604290003,1.0,0.0,,,Unknown,Argentina,0.0,,,,,Unknown,
197605000003,4.0,0.0,,,Unknown,Ethiopia,0.0,,,,,Unknown,4.0
197605000004,3.0,0.0,,,Unknown,Ethiopia,0.0,,,,,Hostage(s) released by perpetrators,3.0
197605030001,1.0,0.0,0.0,365.0,Unknown,Argentina,1.0,0.0,,,,Hostage(s) released by perpetrators,1.0
197605050001,1.0,0.0,,,Unknown,Argentina,0.0,,,,,Unknown,
197605090001,1.0,0.0,,,Unknown,Guatemala,1.0,3000000.0,,,,Unknown,
197605170001,2.0,0.0,,,Unknown,Argentina,1.0,0.0,,,,Hostage(s) killed (not during rescue attempt),2.0
197605210003,87.0,0.0,,,Zamboanga Philippines,Zamboanga Philippines,1.0,375000.0,,,,Unknown,
197605250001,1.0,0.0,0.0,5.0,Unknown,Mexico,1.0,408000.0,,408000.0,,Hostage(s) released by perpetrators,1.0
197605280004,-99.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
197606020001,1.0,0.0,,,Unknown,Spain,0.0,,,,,Unknown,
197606110001,2.0,0.0,0.0,15.0,Unknown,Ethiopia,0.0,,,,,Hostage(s) released by perpetrators,2.0
197606110002,25.0,0.0,0.0,1.0,Unknown,Argentina,0.0,,,,,Hostage(s) released by perpetrators,25.0
197606140001,1.0,0.0,,,Unknown,Italy,0.0,,,,,Unknown,
197606260001,2.0,2.0,0.0,4.0,Unknown,Argentina,0.0,,,,,Successful Rescue,2.0
197606270001,257.0,0.0,,,Uganda,Uganda,0.0,,,,,Successful Rescue,
197607230003,1.0,0.0,,,Unknown,Mexico,0.0,,,,,Unknown,
197607240001,1.0,0.0,,,Unknown,France,0.0,,,,,Unknown,
197607250001,1.0,0.0,0.0,48.0,Unknown,Ethiopia,1.0,0.0,,,,Hostage(s) released by perpetrators,1.0
197607310001,1.0,0.0,0.0,107.0,Unknown,Philippines,1.0,28000.0,,0.0,,Hostage(s) released by perpetrators,1.0
197608030001,1.0,0.0,0.0,1.0,Unknown,Mexico,1.0,12000.0,,12000.0,,Hostage(s) released by perpetrators,1.0
197608100001,1.0,0.0,0.0,752.0,Unknown,El Salvador,0.0,,,,,Hostage(s) released by perpetrators,1.0
197608110001,1.0,0.0,,,Unknown,Mexico,0.0,,,,,Unknown,
197609010002,1.0,1.0,,,Unknown,Argentina,0.0,,,,,Unknown,
197609070001,18.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
197609100001,1.0,0.0,5.0,0.0,Unknown,Italy,0.0,,,,,Hostage(s) released by perpetrators,1.0
197609100005,92.0,0.0,30.0,0.0,Paris,Paris,1.0,,,,,Hostage(s) released by perpetrators,92.0
197609220001,1.0,0.0,,,Unknown,Brazil,1.0,0.0,,,,Hostage(s) released by perpetrators,1.0
197609260001,90.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
197609270002,1.0,0.0,0.0,28.0,Unknown,Ethiopia,1.0,0.0,,,,Hostage(s) released by perpetrators,1.0
197609280001,1.0,1.0,0.0,258.0,Unknown,Colombia,1.0,140000.0,,140000.0,,Hostage(s) released by perpetrators,1.0
197610130005,3.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
197610300002,-99.0,0.0,,,Unknown,Northern Ireland,0.0,,,,,Hostage(s) killed (not during rescue attempt),
197611110001,1.0,1.0,,,Unknown,Colombia,0.0,,,,,Unknown,
197611130007,-99.0,0.0,,,Unknown,Northern Ireland,0.0,,,,,Hostage(s) killed (not during rescue attempt),
197611160002,4.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
197611170001,-99.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
197612070001,1.0,0.0,,,Unknown,Mexico,1.0,500000.0,,,,Unknown,
197612110001,1.0,0.0,0.0,60.0,Unknown,Spain,0.0,,,,,Successful Rescue,1.0
197612180001,5.0,0.0,0.0,101.0,Unknown,Iraq,1.0,0.0,,,,Hostage(s) released by perpetrators,1.0
197612200001,1.0,0.0,0.0,3.0,Unknown,Spain,1.0,0.0,,,,Hostage(s) released by perpetrators,1.0
197701000002,1.0,0.0,,,Unknown,Italy,0.0,,,,,Unknown,
197701040002,1.0,0.0,,,Unknown,Spain,1.0,0.0,,,,Hostage(s) released by perpetrators,1.0
197701050002,1.0,0.0,,,Unknown,Spain,1.0,0.0,,,,Unknown,
197701050003,1.0,0.0,,,Unknown,Spain,1.0,0.0,,,,Hostage(s) released by perpetrators,1.0
197701150001,3.0,0.0,,,Unknown,Republic of the Congo,1.0,0.0,,,,Hostage(s) released by perpetrators,3.0
197701170002,6.0,0.0,,,Unknown,Republic of the Congo,1.0,0.0,,,,Unknown,
197701240002,1.0,0.0,0.0,18.0,Unknown,Spain,0.0,,,,,Successful Rescue,1.0
197701270001,1.0,0.0,,,Unknown,El Salvador,0.0,,,,,Unknown,
197702000001,2.0,0.0,,,Unknown,Venezuela,1.0,1300000.0,,1300000.0,,Unknown,
197702070001,1.0,0.0,,,Unknown,Guatemala,1.0,500000.0,,,,Unknown,
197702140001,1.0,1.0,,,Unknown,Colombia,1.0,0.0,,,,Unknown,
197703070004,2.0,2.0,,2.0,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,
197703090001,-99.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
197703090002,-99.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
197703090003,-99.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
197703110002,1.0,0.0,0.0,85.0,Unknown,Colombia,1.0,3000000.0,,85714.0,,Hostage(s) released by perpetrators,1.0
197703300002,1.0,0.0,,,Unknown,Colombia,0.0,,,,,Unknown,
197704000001,8.0,0.0,,,Unknown,Mauritania,1.0,0.0,,,,Hostage(s) released by perpetrators,8.0
197704010001,1.0,1.0,,,Unknown,Democratic Republic of the Congo,0.0,,,,,Hostage(s) killed (not during rescue attempt),
197704050001,1.0,0.0,,,Unknown,Italy,1.0,5070000.0,,,,Unknown,
197704130001,1.0,0.0,0.0,89.0,Unknown,France,1.0,10000000.0,,,,Hostage(s) released by perpetrators,1.0
197704160002,-99.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
197704190001,1.0,0.0,,,Unknown,El Salvador,1.0,0.0,,,,Hostage(s) killed (not during rescue attempt),1.0
197704250002,-99.0,0.0,,,Unknown,Ethiopia,0.0,,,,,Successful Rescue,
197704280001,1.0,0.0,0.0,38.0,Unknown,Italy,0.0,,,,,Hostage(s) released by perpetrators,1.0
197705010001,6.0,0.0,,,Unknown,Mauritania,1.0,0.0,,,,Unknown,
197705010003,6.0,0.0,0.0,,Unknown,Unknown,0.0,,,,,Unknown,
197705100001,1.0,0.0,,,Unknown,Spain,0.0,,,,,Unknown,
197705200001,1.0,0.0,,,Unknown,Spain,1.0,14000000.0,,5070000.0,,Hostage(s) killed (not during rescue attempt),1.0
197705230004,55.0,0.0,,20.0,Netherlands,Netherlands,1.0,0.0,,,,Combination,7.0
197705230005,110.0,0.0,,20.0,Unknown,Unknown,1.0,0.0,,,,Combination,105.0
197705250001,1.0,0.0,,,Unknown,Mexico,1.0,437000.0,,,,Unknown,
197705290001,1.0,0.0,0.0,2.0,Unknown,Guatemala,1.0,0.0,,,,Hostage(s) released by perpetrators,1.0
197706100004,3.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
197706140001,1.0,0.0,0.0,22.0,Unknown,Mexico,1.0,2100000.0,,2100000.0,,Hostage(s) released by perpetrators,1.0
197706140016,-99.0,0.0,2.0,0.0,Unknown,Unknown,0.0,,,,,Unknown,
197706200007,-99.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
197706200008,-99.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
197706290006,64.0,0.0,,,Qatar,Qatar,1.0,194000.0,,,,Unknown,
197707050001,1.0,0.0,0.0,5.0,Unknown,Italy,1.0,0.0,,,,Hostage(s) killed (not during rescue attempt),1.0
197707050005,60.0,0.0,,,Peru,Peru,0.0,,,,,Unknown,
197707180001,1.0,0.0,,,Unknown,Spain,0.0,,,,,Unknown,
197707180002,1.0,0.0,,,Unknown,Argentina,1.0,0.0,,,,Unknown,
197707190001,1.0,0.0,,,Unknown,Guatemala,0.0,,,,,Unknown,
197707300001,1.0,0.0,,,Unknown,West Germany (FRG),1.0,0.0,,,,Hostage(s) killed (not during rescue attempt),1.0
197708090001,1.0,1.0,,,Unknown,Mexico,1.0,1350000.0,,,,Unknown,
197708120005,242.0,0.0,,,Italy,Italy,0.0,,,,,Successful Rescue,
197708260003,2.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
197709050001,1.0,0.0,,,Unknown,West Germany (FRG),1.0,477950.0,,,,Hostage(s) killed (not during rescue attempt),1.0
197709060001,1.0,0.0,,,Unknown,El Salvador,0.0,,,,,Unknown,
197709270003,-99.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
197709280004,146.0,9.0,,,Algeria,Algeria,1.0,6000000.0,,,,Hostage(s) released by perpetrators,
197710000001,1.0,0.0,,,Unknown,Colombia,0.0,,,,,Successful Rescue,1.0
197710000002,1.0,0.0,,,Unknown,Colombia,0.0,,,,,Hostage(s) released by perpetrators,1.0
197710090001,1.0,0.0,0.0,109.0,Unknown,Colombia,1.0,350000.0,,,,Hostage(s) released by perpetrators,1.0
197710120001,1.0,0.0,,,Unknown,Spain,1.0,0.0,,,,Hostage(s) released by perpetrators,1.0
197710130007,6.0,0.0,0.0,,Unknown,Unknown,0.0,,,,,Unknown,
197710130010,92.0,0.0,,,Somalia,Somalia,1.0,15000000.0,,,,Successful Rescue,
197710160001,2.0,0.0,,,Unknown,Colombia,1.0,500000.0,,,,Hostage(s) killed (not during rescue attempt),2.0
197710160002,1.0,0.0,,,Unknown,Italy,0.0,,,,,Unknown,
197710170004,2.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
197710180005,4.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
197710190001,1.0,0.0,,,Unknown,Italy,0.0,,,,,Unknown,1.0
197710190014,1.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
197710190016,4.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
197710260001,2.0,0.0,,,Unknown,Mauritania,1.0,0.0,,,,Unknown,
197710270002,2.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
197710280004,10.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
197710310001,1.0,0.0,0.0,88.0,Unknown,Colombia,1.0,600000.0,,510000.0,,Hostage(s) released by perpetrators,1.0
197711000001,1.0,0.0,,,Unknown,Colombia,0.0,,,,,Hostage(s) killed (not during rescue attempt),1.0
197711020001,1.0,0.0,0.0,24.0,Unknown,Italy,1.0,2200000.0,,2200000.0,,Hostage(s) released by perpetrators,1.0
197711030003,-99.0,0.0,2.0,0.0,Unknown,Unknown,0.0,,,,,Unknown,
197711040001,1.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
197711070002,1.0,0.0,,,Unknown,Italy,1.0,10700000.0,,10700000.0,,Unknown,
197711080001,1.0,0.0,,,Unknown,Colombia,1.0,53000.0,,53000.0,,Hostage(s) released by perpetrators,1.0
197711090001,1.0,0.0,,,Unknown,Colombia,1.0,740000.0,,80000.0,,Hostage(s) killed (not during rescue attempt),1.0
197711090002,1.0,0.0,0.0,55.0,Unknown,Colombia,0.0,,,,,Successful Rescue,1.0
197711100001,1.0,0.0,,,Unknown,Colombia,0.0,,,,,Hostage(s) escaped (not during rescue attempt),1.0
197711100002,1.0,0.0,,,Unknown,Colombia,1.0,100000.0,,0.0,,Hostage(s) killed (not during rescue attempt),1.0
197711140001,1.0,0.0,,,Unknown,Colombia,1.0,60000.0,,,,Unknown,
197711160001,1.0,0.0,0.0,1.0,Unknown,Colombia,1.0,0.0,,,,Hostage(s) released by perpetrators,1.0
197711170001,1.0,0.0,0.0,37.0,Unknown,Colombia,1.0,130000.0,,57142.0,,Hostage(s) released by perpetrators,1.0
197711260015,6.0,0.0,0.0,,Unknown,Unknown,0.0,,,,,Unknown,
197711290001,1.0,0.0,,,Unknown,Ecuador,1.0,600000.0,,,,Hostage(s) killed (not during rescue attempt),1.0
197711290002,2.0,0.0,,,Unknown,Djibouti,1.0,0.0,,,,Hostage(s) killed (not during rescue attempt),1.0
197712000001,1.0,0.0,,,Unknown,Colombia,0.0,,,,,Hostage(s) killed (not during rescue attempt),1.0
197712020006,3.0,0.0,0.0,,Unknown,Unknown,0.0,,,,,Unknown,
197712040003,100.0,1.0,,,Singapore,Singapore,0.0,,,,,Hostage(s) killed (not during rescue attempt),
197712060001,1.0,0.0,,,Unknown,Spain,1.0,310000.0,,125000.0,,Hostage(s) released by perpetrators,1.0
197712080001,1.0,0.0,,,Unknown,Argentina,1.0,0.0,,,,Hostage(s) killed (not during rescue attempt),1.0
197712090002,4.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
197712100002,1.0,0.0,,,Unknown,Argentina,1.0,0.0,,,,Hostage(s) killed (not during rescue attempt),1.0
197712120001,1.0,0.0,,,Unknown,Colombia,1.0,0.0,,,,Hostage(s) killed (not during rescue attempt),1.0
197712140002,1.0,0.0,0.0,6.0,Unknown,Cyprus,1.0,0.0,,,,Hostage(s) released by perpetrators,1.0
197712140005,5.0,0.0,2.0,0.0,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,5.0
197712150002,1.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
197712200004,-99.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
197712240002,1.0,0.0,,,Unknown,Colombia,0.0,,,,,Unknown,
197712240003,1.0,0.0,,,Unknown,Colombia,0.0,,,,,Unknown,
197712280004,2.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
197712290007,2.0,0.0,,,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,2.0
197712310001,1.0,0.0,0.0,365.0,Unknown,Guatemala,1.0,500000.0,,,,Hostage(s) released by perpetrators,1.0
197712310002,1.0,0.0,,,Unknown,Guatemala,0.0,,,,,Hostage(s) killed (not during rescue attempt),1.0
197800000002,2.0,0.0,,,Unknown,El Salvador,0.0,,,,,Unknown,
197801020006,-99.0,0.0,0.0,,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,
197801040008,1.0,0.0,,,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,1.0
197801100007,2.0,0.0,,,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,2.0
197801120008,1.0,0.0,0.0,22.0,Unknown,Colombia,0.0,,,,,Hostage(s) released by perpetrators,1.0
197801130004,20.0,0.0,0.0,,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,
197801140008,-99.0,0.0,0.0,,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,
197801150006,1.0,0.0,,,Unknown,Rhodesia,1.0,0.0,,,,Unknown,
197801190003,-99.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
197801190004,1.0,0.0,0.0,14.0,Unknown,Philippines,0.0,,,,,Hostage(s) released by perpetrators,1.0
197801190005,10.0,0.0,0.0,,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,
197801230002,1.0,0.0,0.0,93.0,Unknown,France,1.0,4000000.0,,0.0,,Hostage(s) released by perpetrators,1.0
197801240005,25.0,0.0,0.0,,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,
197801250002,2.0,0.0,,,Unknown,Guatemala,0.0,,,,,Unknown,
197801250003,2.0,0.0,,,Unknown,Spain,0.0,,,,,Hostage(s) killed (not during rescue attempt),1.0
197801250004,45.0,0.0,0.0,,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,
197801250006,3.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
197801270006,6.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
197801270009,20.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
197801280002,20.0,0.0,0.0,,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,
197801280004,2.0,0.0,0.0,,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,2.0
197801300001,1.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
197802010002,1.0,0.0,,,Unknown,Belgium,0.0,,,,,Unknown,
197802010004,6.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
197802030001,7.0,0.0,0.0,,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,7.0
197802080003,1.0,0.0,0.0,2.0,Unknown,France,1.0,0.0,,,,Hostage(s) released by perpetrators,1.0
197802090002,20.0,0.0,0.0,,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,
197802110001,1.0,0.0,,,Unknown,Spain,1.0,0.0,,,,Hostage(s) released by perpetrators,1.0
197802130006,1.0,1.0,,,Unknown,Colombia,1.0,700000.0,,0.0,,Successful Rescue,1.0
197802130008,1.0,0.0,,,Unknown,West Germany (FRG),0.0,,,,,Unknown,
197802170010,1.0,0.0,,,Unknown,Colombia,1.0,1400000.0,,0.0,,Successful Rescue,1.0
197802180008,1.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
197802190002,34.0,0.0,,1.0,Cyprus,Cyprus,1.0,0.0,,,,Combination,12.0
197802200003,1.0,0.0,,,Unknown,Mexico,0.0,,,,,Hostage(s) released by perpetrators,1.0
197802210005,1.0,0.0,,,Unknown,El Salvador,1.0,0.0,,,,Hostage(s) escaped (not during rescue attempt),1.0
197802220005,1.0,0.0,0.0,,Unknown,Unknown,0.0,,,,,Successful Rescue,
197802230002,1.0,0.0,,,Unknown,Spain,0.0,,,,,Unknown,
197802240009,25.0,0.0,0.0,,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,
197802260004,1.0,0.0,0.0,15.0,Unknown,Philippines,1.0,150000.0,,0.0,,Hostage(s) released by perpetrators,1.0
197802280008,1.0,0.0,,,Unknown,Colombia,1.0,260000.0,,,,Unknown,
197803010012,1.0,0.0,2.0,0.0,Unknown,Spain,1.0,0.0,,,,Hostage(s) released by perpetrators,1.0
197803010013,1.0,0.0,,,Unknown,Spain,1.0,0.0,,,,Successful Rescue,1.0
197803010014,1.0,0.0,5.0,0.0,Unknown,Spain,1.0,0.0,,,,Hostage(s) released by perpetrators,1.0
197803070003,1.0,0.0,,,Unknown,Belgium,1.0,82000000.0,,0.0,,Hostage(s) killed (not during rescue attempt),1.0
197803100012,1.0,0.0,,,Unknown,Colombia,0.0,,,,,Unknown,
197803110004,60.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
197803130003,70.0,0.0,0.0,1.0,Unknown,Unknown,1.0,13000000.0,,,,Successful Rescue,70.0
197803160005,1.0,0.0,,,Unknown,Italy,1.0,1000000000.0,,0.0,,Hostage(s) killed (not during rescue attempt),1.0
197803180002,1.0,0.0,0.0,1.0,Unknown,Brazil,0.0,,,,,Hostage(s) released by perpetrators,1.0
197803250004,1.0,0.0,0.0,161.0,Unknown,Colombia,1.0,500000.0,,,,Hostage(s) released by perpetrators,1.0
197803260001,1.0,1.0,,,Unknown,Nicaragua,0.0,,,,,Unknown,
197804000005,1.0,0.0,,,Unknown,Mexico,1.0,75000.0,,75000.0,,Unknown,
197804000006,1.0,0.0,,,Unknown,Mexico,1.0,50000.0,,50000.0,,Unknown,
197804000007,1.0,0.0,,,Unknown,Italy,0.0,,,,,Successful Rescue,1.0
197804000008,1.0,0.0,,,Unknown,Mexico,1.0,50000.0,,45000.0,,Hostage(s) killed (not during rescue attempt),1.0
197804080002,1.0,0.0,,,Unknown,Northern Ireland,0.0,,,,,Unknown,
197804180005,1.0,0.0,,,Unknown,Italy,0.0,,,,,Unknown,
197804200003,1.0,0.0,,,Unknown,Colombia,1.0,0.0,,,,Hostage(s) killed (not during rescue attempt),
197804200005,1.0,0.0,,,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,1.0
197804210001,8.0,0.0,,,Unknown,Western Sahara,0.0,,,,,Unknown,
197804280002,2.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
197804300003,56.0,0.0,0.0,24.0,Unknown,Philippines,1.0,0.0,,,,Hostage(s) released by perpetrators,56.0
197805000001,1.0,0.0,,,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,1.0
197805020003,5.0,0.0,0.0,,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,
197805100001,1.0,0.0,2.0,0.0,Unknown,Colombia,0.0,,,,,Unknown,
197805110006,1.0,0.0,0.0,0.0,Unknown,Spain,1.0,0.0,,,,Hostage(s) released by perpetrators,1.0
197805120006,3.0,0.0,,,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,3.0
197805140002,2.0,0.0,,,Unknown,El Salvador,0.0,,,,,Unknown,
197805160001,3.0,0.0,,,Unknown,Indonesia,1.0,400000.0,,,,Unknown,
197805170004,1.0,0.0,,,Unknown,El Salvador,1.0,4000000.0,,0.0,,Hostage(s) killed (not during rescue attempt),1.0
197805190002,2.0,0.0,0.0,20.0,Unknown,Colombia,1.0,300000.0,,0.0,,Successful Rescue,1.0
197805200003,2.0,0.0,,,Unknown,Colombia,0.0,,,,,Unknown,
197805250001,1.0,0.0,,,Unknown,Colombia,1.0,0.0,,,,Successful Rescue,1.0
197805270005,1.0,0.0,,,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,1.0
197805290001,1.0,0.0,,,Unknown,Colombia,0.0,,,,,Hostage(s) killed (not during rescue attempt),1.0
197805290003,2.0,0.0,0.0,1.0,Unknown,Unknown,0.0,,,,,Unknown,
197806020003,3.0,0.0,0.0,1.0,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,3.0
197806060006,1.0,0.0,,,Unknown,Colombia,1.0,21000.0,,0.0,,Successful Rescue,1.0
197806070002,10.0,0.0,1.0,0.0,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,10.0
197806120005,100.0,0.0,0.0,,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,
197806130002,2.0,0.0,,,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,2.0
197806180004,7.0,0.0,0.0,30.0,Unknown,Unknown,0.0,,,,,Unknown,
197807020003,1.0,0.0,,,Unknown,Colombia,0.0,,,,,Unknown,
197807030006,2.0,0.0,0.0,2.0,Unknown,Unknown,0.0,,,,,Unknown,
197807040005,-99.0,0.0,,,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,
197807050001,-99.0,0.0,0.0,1.0,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,
197807080003,1.0,0.0,,,Unknown,Brazil,1.0,0.0,,,,Hostage(s) killed (not during rescue attempt),1.0
197807090004,-99.0,0.0,,,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,
197807150002,14.0,0.0,,,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,14.0
197807270005,3.0,0.0,,,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,3.0
197807310002,8.0,0.0,8.0,0.0,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,8.0
197808060001,1.0,0.0,,,Unknown,Mexico,0.0,,,,,Unknown,
197808100001,1.0,0.0,,,Unknown,Italy,0.0,,,,,Unknown,
197808150003,1.0,0.0,,,Unknown,El Salvador,0.0,,,,,Hostage(s) released by perpetrators,1.0
197808160002,10.0,0.0,,,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,10.0
197808170005,6.0,0.0,10.0,0.0,Unknown,Unknown,0.0,,,,,Unknown,
197808180001,-99.0,0.0,0.0,0.0,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,
197808180002,-99.0,0.0,0.0,,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,
197808180003,4.0,0.0,0.0,0.0,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,4.0
197808220002,1200.0,0.0,,,Unknown,Unknown,1.0,10000000.0,,500000.0,,Unknown,
197808240004,1.0,0.0,0.0,5.0,Unknown,Colombia,1.0,27000.0,,27000.0,,Hostage(s) released by perpetrators,1.0
197808290007,1.0,0.0,,,Unknown,Mexico,1.0,2000000.0,,,,Hostage(s) killed (not during rescue attempt),1.0
197808300002,1.0,0.0,,,Unknown,Colombia,0.0,,,,,Unknown,
197809030002,1.0,0.0,,,Unknown,Peru,0.0,,,,,Hostage(s) released by perpetrators,1.0
197809040003,18.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
197809040004,1.0,1.0,-99.0,0.0,Unknown,Unknown,0.0,,,,,Hostage(s) escaped (not during rescue attempt),
197809060001,7.0,0.0,0.0,,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,7.0
197809100001,1.0,0.0,,,Unknown,Peru,0.0,,,,,Hostage(s) released by perpetrators,1.0
197809110002,1.0,0.0,,,Unknown,Guatemala,1.0,0.0,,,,Unknown,
197809140002,1.0,0.0,2.0,0.0,Unknown,Spain,1.0,87000.0,,,,Hostage(s) released by perpetrators,1.0
197809140003,1.0,0.0,,,Unknown,Colombia,1.0,60000.0,,,,Successful Rescue,1.0
197809170001,2.0,0.0,,,Unknown,Guatemala,1.0,0.0,,,,Unknown,
